KODE_KEL_BRG;URAIAN_KEL_BRG;ID_ SSH;KODE_ BARANG;URAIAN_BARANG;SPESIFIKASI;SATUAN;HARGA_SATUAN
1.1.12.01.03.0003;Bahan Cetak;7295093;1.1.12.01.03.0003.00065;Cetak kolase;cetak kolase;Buah;180200
1.1.12.01.03.0003;Bahan Cetak;7295092;1.1.12.01.03.0003.00064;Cetak foto 20RS;cetak foto 20RS;Buah;180200
1.1.12.01.03.0003;Bahan Cetak;7295091;1.1.12.01.03.0003.00063;Cetak Buku Agenda Kerja Hard Cover;Cetak Buku Agenda Kerja Hard Cover;Buku;47700
1.1.12.01.03.0003;Bahan Cetak;7295090;1.1.12.01.03.0003.00062;Cetak Warna;Cetak Warna;Lembar;4300
1.1.12.01.03.0003;Bahan Cetak;7559630;1.1.12.01.03.0003.00143;Kartu Ucapan DPRD VIP;Kartu Ucapan DPRD VIP;Buah;50000
1.1.12.01.03.0003;Bahan Cetak;7295089;1.1.12.01.03.0003.00061;Cetak Brosur Ukuran A4, Kertas AP 150gr, cetak full colour, 1 muka;Cetak Brosur Ukuran A4, Kertas AP 150gr, cetak full colour, 1 muka;Lembar;1600
1.1.12.01.03.0003;Bahan Cetak;7295088;1.1.12.01.03.0003.00060;Cetak Stiker;Cetak Stiker;Buah;2000
1.1.12.01.03.0003;Bahan Cetak;7295087;1.1.12.01.03.0003.00059;Buku Cek/Giro/Tera;Buku Cek/Giro/Tera;Buah;67500
1.1.12.01.03.0003;Bahan Cetak;7295086;1.1.12.01.03.0003.00058;Cetak Undangan;Cetak Undangan;Lembar;8600
1.1.12.01.03.0003;Bahan Cetak;7295085;1.1.12.01.03.0003.00057;Cetak Laporan/Buku/Materi/Materi Art Paper;Cetak Laporan/Buku/Materi/Materi Art Paper;Lembar;1000
1.1.12.01.03.0003;Bahan Cetak;7295084;1.1.12.01.03.0003.00056;Cetak Tas Kertas;Cetak Tas Kertas_ Kertas AP 260 gram, Panjang 25 cm, Lebar 10 cm, Tinggi 40 cm, Full Colour, Desain;Buah;69700
1.1.12.01.03.0003;Bahan Cetak;7295083;1.1.12.01.03.0003.00055;Cetak Leaflet/Pamflet;Cetak Leaflet Kertas AP 150 gram Cetak Full Colour 2 sisi ukuran A4 Pamflet;Lembar;4000
1.1.12.01.03.0003;Bahan Cetak;7295082;1.1.12.01.03.0003.00054;Cetak Booklet;Cetak Booklet Kertas AP 230 gsm (cover) full colour, Kertas AP 120 gsm (isi), 60 halaman, jilid spiral;Buku;110200
1.1.12.01.03.0003;Bahan Cetak;7295081;1.1.12.01.03.0003.00053;Cetak Buku Agenda isi 100 Lembar kecil;Cetak Buku Agenda isi 100 Lembar kecil;Buku;33200
1.1.12.01.03.0003;Bahan Cetak;7295080;1.1.12.01.03.0003.00052;Cetak Kartu Nama/Name Card;Cetak Kartu Nama/Name Card 2 sisi + laminasi 2 sisi full colour;Box;45600
1.1.12.01.03.0003;Bahan Cetak;7295079;1.1.12.01.03.0003.00051;Cetak Kartu Nama/Name Card;Cetak Kartu Nama/Name Card Full Hotprint 2 sisi KDH/WKDH;Box;401800
1.1.12.01.03.0003;Bahan Cetak;7295078;1.1.12.01.03.0003.00050;Cetak Amplop KDH WKDH;Cetak Amplop KDH WKDH;Buah;1700
1.1.12.01.03.0003;Bahan Cetak;7557906;1.1.12.01.03.0003.00142;Formulir Kertas NCR (1 Buku Rangkap 3) Isi 50 Shet, Bahan Kertas NCR Tinta Cetak Hitam, Per Sheet Isi 3 Rangkap/Lembar;Formulir Kertas NCR (1 Buku Rangkap 3) Isi 50 Shet, Bahan Kertas NCR Tinta Cetak Hitam, Per Sheet Isi 3 Rangkap/Lembar;Buku;90000
1.1.12.01.03.0003;Bahan Cetak;7295077;1.1.12.01.03.0003.00049;Cetak Buku Register Kematian;Cetak Buku Register Kematian;Buku;56200
1.1.12.01.03.0003;Bahan Cetak;7295076;1.1.12.01.03.0003.00048;Label Name ukuran 11,5 x 8 cm;Label Name ukuran 11,5 x 8 cm;Lembar;5300
1.1.12.01.03.0003;Bahan Cetak;7295075;1.1.12.01.03.0003.00047;Cetak Booklet Kecil;Cetak Booklet Kecil;Buku;28100
1.1.12.01.03.0003;Bahan Cetak;7295074;1.1.12.01.03.0003.00046;Jilid spiral plastik A4/f4;Jilid spiral plastik A4/f4;Lembar;36000
1.1.12.01.03.0003;Bahan Cetak;7295073;1.1.12.01.03.0003.00045;Cetak Kaleidoskop;Cetak Kaleidoskop;Buah;91500
1.1.12.01.03.0003;Bahan Cetak;7554669;1.1.12.01.03.0003.00141;Map KDH/WKDH, bahan kertas concorde timbul, hotprint, emboss dan offset;Map KDH/WKDH, bahan kertas concorde timbul, hotprint, emboss dan offset;Buah;18000
1.1.12.01.03.0003;Bahan Cetak;7554668;1.1.12.01.03.0003.00140;Map Hitam Hard Cover Hot Print Emas;Map Hitam Hard Cover Hot Print Emas;Buah;91200
1.1.12.01.03.0003;Bahan Cetak;7554667;1.1.12.01.03.0003.00139;Map Dinas;Map Dinas;lembar;14000
1.1.12.01.03.0003;Bahan Cetak;7554666;1.1.12.01.03.0003.00138;Map Beludru KDH/WKDH, bahan beludru, ukuran A5, Hotprint;Map Beludru KDH/WKDH, bahan beludru, ukuran A5, Hotprint;Buah;135000
1.1.12.01.03.0003;Bahan Cetak;7554465;1.1.12.01.03.0003.00137;Cetak Laporan/Buku/Materi/Modul;Cetak Laporan/Buku/Materi/Modul;Lembar;1000
1.1.12.01.03.0003;Bahan Cetak;7295072;1.1.12.01.03.0003.00044;Cetak Kalender Dinding;Cetak Kalender Dinding;Buah;78500
1.1.12.01.03.0003;Bahan Cetak;7295071;1.1.12.01.03.0003.00043;Cetak buku lokal komen;Cetak buku lokal komen;Per Buku;84800
1.1.12.01.03.0003;Bahan Cetak;7553020;1.1.12.01.03.0003.00136;Cetak Karcis minibus;Cetak Karcis minibus;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7553019;1.1.12.01.03.0003.00135;Cetak Karcis sepeda motor;Cetak Karcis sepeda motor;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7553018;1.1.12.01.03.0003.00134;Cetak Karcis mobil;Cetak Karcis mobil;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7553017;1.1.12.01.03.0003.00133;Cetak Karcis insidentil sepeda motor;Cetak Karcis insidentil sepeda motor;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7553016;1.1.12.01.03.0003.00132;Cetak Karcis insidentil mobil;Cetak Karcis insidentil mobil;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7296263;1.1.12.01.03.0003.00124;Huruf Balok Papan Nama Kantor;Huruf Balok Papan Nama Kantor;Cm;10000
1.1.12.01.03.0003;Bahan Cetak;7553015;1.1.12.01.03.0003.00131;Cetak Karcis insidentil bis;Cetak Karcis insidentil bis;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7553014;1.1.12.01.03.0003.00130;Cetak Karcis bis;Cetak Karcis bis;Buku;5700
1.1.12.01.03.0003;Bahan Cetak;7295070;1.1.12.01.03.0003.00042;Umbul-umbul Kombinasi;Umbul-umbul Kombinasi,;M2;42800
1.1.12.01.03.0003;Bahan Cetak;7495073;1.1.12.01.03.0003.00129;Cetak Register;Bentuk Buku/Bendel, satu buku/Bendel isi 50 Sheet;Buku;56200
1.1.12.01.03.0003;Bahan Cetak;7295069;1.1.12.01.03.0003.00041;Umbul-umbul Polos;Umbul-umbul Polos,;M2;29300
1.1.12.01.03.0003;Bahan Cetak;7295068;1.1.12.01.03.0003.00040;Cetak Spanduk/Banner/Baliho Gambar resolusi Tinggi;Cetak Spanduk/Banner/Baliho Gambar resolusi Tinggi;M2;66000
1.1.12.01.03.0003;Bahan Cetak;7295067;1.1.12.01.03.0003.00039;Cetak Spanduk/Banner/Baliho Gambar resolusi Medium;Cetak Spanduk/Banner/Baliho Gambar resolusi Medium;M2;45900
1.1.12.01.03.0003;Bahan Cetak;7295066;1.1.12.01.03.0003.00038;Cetak Spanduk/Banner/Baliho Gambar resolusi standart;Cetak Spanduk/Banner/Baliho Gambar resolusi standart;M2;26800
1.1.12.01.03.0003;Bahan Cetak;7295065;1.1.12.01.03.0003.00037;Digital Roll Banner Indor 60X160 CM/Bh;Digital Roll Banner Indor 60X160 CM/Bh;Buah;399500
1.1.12.01.03.0003;Bahan Cetak;7295064;1.1.12.01.03.0003.00036;Digital X Banner Indor 80X180 CM/Bh;Digital X Banner Indor 80X180 CM/Bh;Buah;296100
1.1.12.01.03.0003;Bahan Cetak;7295063;1.1.12.01.03.0003.00035;Digital X Banner Indor 60X160 CM/Bh;Digital X Banner Indor 60X160 CM/Bh;Buah;240500
1.1.12.01.03.0003;Bahan Cetak;7295061;1.1.12.01.03.0003.00033;Brosur Folio;Brosur 1 Folio, Cetak Digital;Lembar;3900
1.1.12.01.03.0003;Bahan Cetak;7477889;1.1.12.01.03.0003.00128;Cetak 2 Muka;Cetak 2 Muka;Lembar;2000
1.1.12.01.03.0003;Bahan Cetak;7294542;1.1.12.01.03.0003.00004;Karcis;karcis;Buku;25000
1.1.12.01.03.0003;Bahan Cetak;7295060;1.1.12.01.03.0003.00032;Fotocopy A3 70 Gram;Foto Copy A3 70 Gram FotoCopy;Lembar;3200
1.1.12.01.03.0003;Bahan Cetak;7295059;1.1.12.01.03.0003.00031;Fotocopy F4/A4 80 Gram;Foto Copy F4/A4 80 Gram FotoCopy;Lembar;600
1.1.12.01.03.0003;Bahan Cetak;7295058;1.1.12.01.03.0003.00030;Fotocopy F4/A4 70 Gram;Foto Copy F4/A4 70 Gram FotoCopy;Lembar;400
1.1.12.01.03.0003;Bahan Cetak;7295057;1.1.12.01.03.0003.00029;Cetak Foto 4 R;Cetak Foto 4 R;Lembar;2400
1.1.12.01.03.0003;Bahan Cetak;7294541;1.1.12.01.03.0003.00003;Buku panduan Pozting;Buku panduan Pozting;Buku;75000
1.1.12.01.03.0003;Bahan Cetak;7376408;1.1.12.01.03.0003.00127;Paper Bag VIP;Paper Bag VIP;Buah;25000
1.1.12.01.03.0003;Bahan Cetak;7295056;1.1.12.01.03.0003.00028;Cetak Foto 5 R;Cetak Foto 5 R;Lembar;4000
1.1.12.01.03.0003;Bahan Cetak;7295055;1.1.12.01.03.0003.00027;Cetak Foto 10 R;Cetak Foto 10 R;Lembar;9400
1.1.12.01.03.0003;Bahan Cetak;7295054;1.1.12.01.03.0003.00026;Blanko NCR Folio 4 Warna;Blanko, Bahan Kertas NCR Folio 4 Warna;Buah;2400
1.1.12.01.03.0003;Bahan Cetak;7295053;1.1.12.01.03.0003.00025;Blanko NCR Folio 2 Warna;Blanko, Bahan Kertas NCR Folio 2 Warna;Buah;800
1.1.12.01.03.0003;Bahan Cetak;7295052;1.1.12.01.03.0003.00024;Blanko NCR Folio 1 Warna;Blanko, Bahan Kertas NCR Folio 1 Warna;Buah;700
1.1.12.01.03.0003;Bahan Cetak;7295051;1.1.12.01.03.0003.00023;Blanko / Kartu BC super / bufalo 2 Muka;Blanko / Kartu BC super / bufalo, uk.folio / kwarto dicetak : 2;Lembar;1700
1.1.12.01.03.0003;Bahan Cetak;7295050;1.1.12.01.03.0003.00022;Blanko / Kartu BC super / bufalo 1 Muka;Blanko / Kartu BC super / bufalo, uk.folio / kwarto dicetak : 1;Lembar;2300
1.1.12.01.03.0003;Bahan Cetak;7295049;1.1.12.01.03.0003.00021;Blangko/kartu BC Super/Bufalo;Blangko/kartu BC Super/Bufalo, Uk D Folio/D Kwarto Dicetak :2 muka;Lembar;3200
1.1.12.01.03.0003;Bahan Cetak;7295048;1.1.12.01.03.0003.00020;Blangko/kartu BC Super/Bufalo;Blangko/kartu BC Super/Bufalo, 501 s/d1000;Lembar;1000
1.1.12.01.03.0003;Bahan Cetak;7295047;1.1.12.01.03.0003.00019;Cetak 1 Muka;Cetak 1 Muka, Muka;Lembar;1000
1.1.12.01.03.0003;Bahan Cetak;7295046;1.1.12.01.03.0003.00018;Cetak SP2D Berlogo Pemkot (NCR Continuous Form Ukuran 9 1/2 x 11 inchi, Cetak 1 Warna 5 Ply, isi 2500 exp);Cetak SP2D Berlogo Pemkot (NCR Continuous Form Ukuran 9 1/2 x 11 inchi Cetak 1 Warna 5 Ply isi 2500 exp);Box;1081200
1.1.12.01.03.0003;Bahan Cetak;7295045;1.1.12.01.03.0003.00017;Cetak Slip Gaji Berlogo Pemkot (NCR Continuous Form Ukuran 14 1/8 x 11 inchi, Cetak 3 Warna 3 Ply, isi 1500 exp);Cetak Slip Gaji Berlogo Pemkot (NCR Continuous Form Ukuran 14 1/8 x 11 inchi Cetak 3 Warna 3 Ply isi 1500 exp);Box;1240200
1.1.12.01.03.0003;Bahan Cetak;7295044;1.1.12.01.03.0003.00016;Cetak Piagam Penghargaan - Ukuran A4 Full Colour;Cetak Piagam Penghargaan - Ukuran A4 Full Colour;Lembar;12900
1.1.12.01.03.0003;Bahan Cetak;7295043;1.1.12.01.03.0003.00015;Cetak Kop Garuda Emas;Cetak Kop Garuda Emas;Rim;505700
1.1.12.01.03.0003;Bahan Cetak;7295042;1.1.12.01.03.0003.00014;Cetak Kalender Dinding;Cetak Kalender Dinding;Pcs;53200
1.1.12.01.03.0003;Bahan Cetak;7295041;1.1.12.01.03.0003.00013;Cetak Kalender Meja;Cetak Kalender Meja;Pcs;60000
1.1.12.01.03.0003;Bahan Cetak;7295040;1.1.12.01.03.0003.00012;Cetak Buku Agenda isi 200 Lembar besar;Cetak Buku Agenda isi 200 Lembar besar;Buku;81900
1.1.12.01.03.0003;Bahan Cetak;7295039;1.1.12.01.03.0003.00011;Cetak Laporan/Buku/Materi/Materi;Cetak Laporan/Buku/Materi/Materi;Lembar;1000
1.1.12.01.03.0003;Bahan Cetak;7295038;1.1.12.01.03.0003.00010;Cetak Map SKPD;Cetak Map SKPD full colour;Biji;5700
1.1.12.01.03.0003;Bahan Cetak;7295037;1.1.12.01.03.0003.00009;Cetak Album Kenangan - Art Paper, Full Colour;Cetak Album Kenangan - Art Paper, Full Colour;Buah;50900
1.1.12.01.03.0003;Bahan Cetak;7295036;1.1.12.01.03.0003.00008;Cetak Undangan untuk Hari-hari Besar Kenegaraan;Cetak Undangan untuk Hari-hari Besar Kenegaraan (VIP);Buah;22300
1.1.12.01.03.0003;Bahan Cetak;7295035;1.1.12.01.03.0003.00007;Cetak Undangan Kegiatan Hari-Hari Besar Kenegaraan;Cetak Undangan Kegiatan Hari-Hari Besar Kenegaraan - Biasa;Buah;11300
1.1.12.01.03.0003;Bahan Cetak;7295034;1.1.12.01.03.0003.00006;Cetak Sertifikat;Cetak Sertifikat;Lembar;2900
1.1.12.01.03.0003;Bahan Cetak;7296445;1.1.12.01.03.0003.00125;Foto Presiden Pigura Excutive Kecil;Foto Presiden, Pigura Excutive Kecil;Buah;327100
1.1.12.01.03.0003;Bahan Cetak;7296446;1.1.12.01.03.0003.00126;Foto Presiden/Wakil Presiden Besar;Foto Presiden/Wakil Presiden Besar;Buah;47200
1.1.12.01.03.0003;Bahan Cetak;7294810;1.1.12.01.03.0003.00005;Dokumentasi foto digital;dokumentasi foto digital;Buah;954000
1.1.12.01.03.0004;Benda Pos;7295267;1.1.12.01.03.0004.00002;Biaya Tera Materai;Biaya Tera Materai;Lembar;10000
1.1.12.01.03.0004;Benda Pos;7295266;1.1.12.01.03.0004.00001;Materai 10000;Materai 10000;Lembar;11000
1.1.12.01.03.0006;Bahan Komputer;7295304;1.1.12.01.03.0006.00002;Mouse;Mouse, Optic Standart;Buah;107900
1.1.12.01.03.0006;Bahan Komputer;7295302;1.1.12.01.03.0006.00001;Memori SD Card 32 GB;Memori SD Card, 32 GB;Unit;299600
1.1.12.01.03.0006;Bahan Komputer;7295305;1.1.12.01.03.0006.00003;Pad Mouse;Pad Mouse;Buah;32200
1.1.12.01.03.0006;Bahan Komputer;7303662;1.1.12.01.03.0006.00005;Keybord Laptop Notebook;Keybord Laptop Notebook;Unit;1048320
1.1.12.01.03.0006;Bahan Komputer;7303661;1.1.12.01.03.0006.00004;Keyboard Mouse;Keyboard Mouse;Buah;198750
1.1.12.01.03.0007;Perabot Kantor;7295308;1.1.12.01.03.0007.00001;Sapu + Tongkat;Tongkat sapu;Buah;18300
1.1.12.01.03.0007;Perabot Kantor;7479305;1.1.12.01.03.0007.00217;Pigura ukuran 8 R;Pigura ukuran 8 R;Buah;36800
1.1.12.01.03.0007;Perabot Kantor;7479304;1.1.12.01.03.0007.00216;Pigura ukuran 20 R;Pigura ukuran 20 R;Buah;253000
1.1.12.01.03.0007;Perabot Kantor;7479286;1.1.12.01.03.0007.00215;Spill Kit;Peralatan yang di gunakan untuk membersihkan tumbahan darah atau cairan kimia;Kit;1243089
1.1.12.01.03.0007;Perabot Kantor;7479285;1.1.12.01.03.0007.00214;Tempat Brosur;Tempat Brosur berbahan akrilik;Buah;253000
1.1.12.01.03.0007;Perabot Kantor;7479264;1.1.12.01.03.0007.00213;Wiper (Alat Pembersih Kaca);2 in one busa dan karet;Buah;57500
1.1.12.01.03.0007;Perabot Kantor;7479251;1.1.12.01.03.0007.00212;Tongkat pengganti lampu;Tongkat pengganti lampu;Buah;364900
1.1.12.01.03.0007;Perabot Kantor;7479248;1.1.12.01.03.0007.00211;Tempat Sampah Limbah Medis Warna Kuning;Tempat Sampah Limba Medis;Buah;380000
1.1.12.01.03.0007;Perabot Kantor;7304081;1.1.12.01.03.0007.00156;Sarung Mic;Sarung Mic;Buah;10000
1.1.12.01.03.0007;Perabot Kantor;7479155;1.1.12.01.03.0007.00210;Pigura ukuran 12 R;Pigura ukuran 12 R;Buah;129950
1.1.12.01.03.0007;Perabot Kantor;7304080;1.1.12.01.03.0007.00155;Taplak Beludru Berlogo;Taplak Beludru Berlogo;Buah;231500
1.1.12.01.03.0007;Perabot Kantor;7478801;1.1.12.01.03.0007.00209;Keset Ijuk;Keset ijuk besar (welcome);Buah;377900
1.1.12.01.03.0007;Perabot Kantor;7304079;1.1.12.01.03.0007.00154;Perlac;Perlac;Buah;111300
1.1.12.01.03.0007;Perabot Kantor;7304078;1.1.12.01.03.0007.00153;Keranjang Pasar;Keranjang Pasar;Buah;61800
1.1.12.01.03.0007;Perabot Kantor;7304077;1.1.12.01.03.0007.00152;Kantong Kresek Besar;Kantong Kresek Besar;Pak;56200
1.1.12.01.03.0007;Perabot Kantor;7477886;1.1.12.01.03.0007.00208;Bunga Hias Plastik;Bunga Hias Plastik;Buah;200000
1.1.12.01.03.0007;Perabot Kantor;7304076;1.1.12.01.03.0007.00151;Teko Pemanas Air Listrik 1,2 lt;Teko Pemanas Air Listrik 1,2 lt;Buah;280900
1.1.12.01.03.0007;Perabot Kantor;7295316;1.1.12.01.03.0007.00009;Sikat lantai;Sikat lantai, Livina;Buah;47600
1.1.12.01.03.0007;Perabot Kantor;7295314;1.1.12.01.03.0007.00007;Sapu Lantai;Sapu Lantai;Buah;35000
1.1.12.01.03.0007;Perabot Kantor;7295313;1.1.12.01.03.0007.00006;Sapu lidi;Sapu lidi,;Buah;6100
1.1.12.01.03.0007;Perabot Kantor;7295312;1.1.12.01.03.0007.00005;Sikat Kamar Mandi;Sikat Kamar Mandi, 2 Macan;Buah;14700
1.1.12.01.03.0007;Perabot Kantor;7295311;1.1.12.01.03.0007.00004;Sikat WC;Sikat WC;Buah;42700
1.1.12.01.03.0007;Perabot Kantor;7295310;1.1.12.01.03.0007.00003;Sikat toilet;Sikat toilet;Buah;24400
1.1.12.01.03.0007;Perabot Kantor;7295309;1.1.12.01.03.0007.00002;Sapu ijuk;Sapu ijuk;Buah;42700
1.1.12.01.03.0007;Perabot Kantor;7303584;1.1.12.01.03.0007.00130;Regulator + Selang 1,8 m SNI;Regulator + Selang 1,8 m SNI;Buah;248400
1.1.12.01.03.0007;Perabot Kantor;7304114;1.1.12.01.03.0007.00189;Dinner TooLs;Dinner TooLs;Unit;2000000
1.1.12.01.03.0007;Perabot Kantor;7304069;1.1.12.01.03.0007.00144;Kasur Busa ukuran 100 cm x 200 cm;Kasur Busa ukuran 100 cm x 200 cm;Unit;1312300
1.1.12.01.03.0007;Perabot Kantor;7304068;1.1.12.01.03.0007.00143;Bantal;Bantal;Buah;204600
1.1.12.01.03.0007;Perabot Kantor;7304067;1.1.12.01.03.0007.00142;Selimut Bulu (Bermotif, Bahan Polyester);Selimut Bulu (Bermotif, Bahan Polyester);Buah;143100
1.1.12.01.03.0007;Perabot Kantor;7304066;1.1.12.01.03.0007.00141;Taplak Meja;Taplak Meja;Buah;56200
1.1.12.01.03.0007;Perabot Kantor;7304113;1.1.12.01.03.0007.00188;Dinner Set;Dinner Set;Unit;1800000
1.1.12.01.03.0007;Perabot Kantor;7304065;1.1.12.01.03.0007.00140;Paper Cup;Paper Cup;Pack;22500
1.1.12.01.03.0007;Perabot Kantor;7304064;1.1.12.01.03.0007.00139;Water Dispenser Kecil;Water Dispenser Kecil;Unit;561800
1.1.12.01.03.0007;Perabot Kantor;7304063;1.1.12.01.03.0007.00138;Tempat Tissue Kerajinan;Tempat Tissue, kerajinan tangan;Buah;104600
1.1.12.01.03.0007;Perabot Kantor;7304062;1.1.12.01.03.0007.00137;Coffee Maker 1,5 Liter;Coffee Maker 1,5 Liter;Buah;620000
1.1.12.01.03.0007;Perabot Kantor;7304061;1.1.12.01.03.0007.00136;Taplak Round Table;Taplak Round Table;Buah;337100
1.1.12.01.03.0007;Perabot Kantor;7304057;1.1.12.01.03.0007.00135;Tangga Teleskopik Lipat;"Bahan: aluminium; Ketinggian: 6.3 m";Buah;4750000
1.1.12.01.03.0007;Perabot Kantor;7304056;1.1.12.01.03.0007.00134;Tangga lipat;Tangga lipat;Buah;3922000
1.1.12.01.03.0007;Perabot Kantor;7304093;1.1.12.01.03.0007.00168;Kaligrafi;Belanja Kaligrafi untuk KDH/WKDH;Buah;56250000
1.1.12.01.03.0007;Perabot Kantor;7304092;1.1.12.01.03.0007.00167;Sarung Kursi Custom;Sarung Kursi Custom;Buah;30000
1.1.12.01.03.0007;Perabot Kantor;7304091;1.1.12.01.03.0007.00166;Jam Digital;Jam Digital;Buah;300000
1.1.12.01.03.0007;Perabot Kantor;7304090;1.1.12.01.03.0007.00165;Belanja Bingkai;Belanja Bingkai Peta Batas Daerah (Ukuran AO 84x118,8 cm bahan kayu dan kaca);Buah;1000000
1.1.12.01.03.0007;Perabot Kantor;7296262;1.1.12.01.03.0007.00125;Gembok;Gembok pintu, warna menyesuaikan, bahan kuningan, bahan anti karat;Buah;217000
1.1.12.01.03.0007;Perabot Kantor;7304089;1.1.12.01.03.0007.00164;Alat Rumah Tangga Lainnya (Home Use) Lainnya;Kasur Lipat;Buah;350000
1.1.12.01.03.0007;Perabot Kantor;7304088;1.1.12.01.03.0007.00163;Teko Pemanas Air Listrik;Kapasitas 1,7 Liter;Unit;800000
1.1.12.01.03.0007;Perabot Kantor;7304087;1.1.12.01.03.0007.00162;Pelicin Pakaian;Pelicin Pakaian;Liter;45000
1.1.12.01.03.0007;Perabot Kantor;7304086;1.1.12.01.03.0007.00161;Taplak Meja Custom;Taplak Meja Custom;Buah;150000
1.1.12.01.03.0007;Perabot Kantor;7296270;1.1.12.01.03.0007.00126;Sekat Akrilik;Sekat Akrilik;Unit;373750
1.1.12.01.03.0007;Perabot Kantor;7493649;1.1.12.01.03.0007.00220;Gasebo;Gasebo;Unit;14500000
1.1.12.01.03.0007;Perabot Kantor;7304085;1.1.12.01.03.0007.00160;Sarung Air Mineral Custom;Sarung Air Mineral Custom;Buah;12500
1.1.12.01.03.0007;Perabot Kantor;7296287;1.1.12.01.03.0007.00127;Pot bunga;Pot bunga, plastik tanggung;Buah;46700
1.1.12.01.03.0007;Perabot Kantor;7296288;1.1.12.01.03.0007.00128;Pot bunga gantung/dinding/Meja;Pot bunga gantung/dinding Vas Bunga Vase Meja;Buah;37800
1.1.12.01.03.0007;Perabot Kantor;7296289;1.1.12.01.03.0007.00129;Vas Bunga;Vas Bunga;Buah;100000
1.1.12.01.03.0007;Perabot Kantor;7304084;1.1.12.01.03.0007.00159;Selimut;Selimut;Buah;318000
1.1.12.01.03.0007;Perabot Kantor;7304083;1.1.12.01.03.0007.00158;Sarung Bantal;Sarung Bantal;Buah;52500
1.1.12.01.03.0007;Perabot Kantor;7304082;1.1.12.01.03.0007.00157;Sprei Ukuran 100 x 200 cm;Sprei Ukuran 100 x 200 cm;Buah;262900
1.1.12.01.03.0007;Perabot Kantor;7479312;1.1.12.01.03.0007.00219;Sapu Mobil;Sapu Mobil;Buah;17000
1.1.12.01.03.0007;Perabot Kantor;7479308;1.1.12.01.03.0007.00218;Rak Kabinet Gantung;Lemari Gantung;Set;2109000
1.1.12.01.03.0007;Perabot Kantor;7295462;1.1.12.01.03.0007.00104;Laci Mini 4 Susun;Laci Mini 4 Susun;Buah;119300
1.1.12.01.03.0007;Perabot Kantor;7295461;1.1.12.01.03.0007.00103;Asbak;Asbak, ADS;Buah;19600
1.1.12.01.03.0007;Perabot Kantor;7295455;1.1.12.01.03.0007.00102;Pengharum mobil;Pengharum mobil;Buah;133000
1.1.12.01.03.0007;Perabot Kantor;7295454;1.1.12.01.03.0007.00101;Kapur Ajaib;Kapur Ajaib;Pack;25600
1.1.12.01.03.0007;Perabot Kantor;7295453;1.1.12.01.03.0007.00100;Kapur ajaib;Kapur ajaib, Bagus;Pack;25600
1.1.12.01.03.0007;Perabot Kantor;7295452;1.1.12.01.03.0007.00099;Pengharum ruangan AC;Pengharum ruangan AC, My saldan D14;Botol;70000
1.1.12.01.03.0007;Perabot Kantor;7295451;1.1.12.01.03.0007.00098;Pengharum ruangan;Pengharum ruangan, Glade;Botol;39700
1.1.12.01.03.0007;Perabot Kantor;7295450;1.1.12.01.03.0007.00097;Pengharum ruangan;Pengharum ruangan, Glade besar 300 gr;Botol;56100
1.1.12.01.03.0007;Perabot Kantor;7295449;1.1.12.01.03.0007.00096;Kamper gantung;Kamper gantung, Kwalitas Sedang;Buah;51400
1.1.12.01.03.0007;Perabot Kantor;7295448;1.1.12.01.03.0007.00095;Kamper gantung;Kamper gantung, Kwalitas Biasa;Buah;23400
1.1.12.01.03.0007;Perabot Kantor;7295447;1.1.12.01.03.0007.00094;Kamper;Kamper, Kamar mandi(bagus);Per Bungkus;68300
1.1.12.01.03.0007;Perabot Kantor;7295446;1.1.12.01.03.0007.00093;Pengharum Ruangan;Pengharum Ruangan, Ambipure Aerosol 300 ml;Botol;26900
1.1.12.01.03.0007;Perabot Kantor;7295445;1.1.12.01.03.0007.00092;Alat Pengharum ruangan otomatis spray;Alat Pengharum ruangan otomatis spray;Buah;529100
1.1.12.01.03.0007;Perabot Kantor;7295444;1.1.12.01.03.0007.00091;Pengharum Ruangan Spray;Pengharum ruangan spray;Buah;65300
1.1.12.01.03.0007;Perabot Kantor;7295443;1.1.12.01.03.0007.00090;Air Freshener/Pengharum Ruangan (Sewa Alat dan Isi Ulang);Air Freshener/Pengharum Ruangan (Sewa Alat dan Isi Ulang);Tahun;401200
1.1.12.01.03.0007;Perabot Kantor;7295442;1.1.12.01.03.0007.00089;Alat Pembuat serbuk jahe;Alat Pembuat serbuk jahe;Unit;20000000
1.1.12.01.03.0007;Perabot Kantor;7295441;1.1.12.01.03.0007.00088;Mug;Mug;Buah;20000
1.1.12.01.03.0007;Perabot Kantor;7295440;1.1.12.01.03.0007.00087;Sendok Takar Obat Sirup;Sendok Takar Obat Sirup;Pcs;300
1.1.12.01.03.0007;Perabot Kantor;7295439;1.1.12.01.03.0007.00086;Gelas Kertas sekali pakai;gelas berbahan kertas ukuran 180ml;Buah;600
1.1.12.01.03.0007;Perabot Kantor;7295438;1.1.12.01.03.0007.00085;Gelas Kaca Biasa;material kaca isi 6 pcs;Box;84200
